station_name,street_address,city,state,zip_code,latitude,longitude,access_code,facility_type,network,connector_types,level1_count,level2_count,dc_fast_count,pricing,hours,date_last_confirmed,updated_at,station_phone,owner_type,federal_agency,open_date,cards_accepted,bd_blends,groups_with_access_code,hydrogen_standards,maximum_vehicle_class,country,intersection_directions,plus4
Grocery Outlet – Oxnard,920 N Ventura Rd,Oxnard,CA,93030,34.209483,-119.194164,public,,eVgo Network,['J1772COMBO'],0,0,8,,24 hours daily,2025-10-02,2025-10-02T00:02:27Z,877-455-3833,,,2025-06-04,,,Public,,,US,,
Gateway Plaza,173 Plaza Dr,Vallejo,CA,94591,38.132711,-122.218585,public,,eVgo Network,['J1772COMBO'],0,0,8,,24 hours daily,2025-10-02,2025-10-02T00:02:27Z,877-455-3833,,,2025-06-04,,,TEMPORARILY UNAVAILABLE (Public),,,US,,
Gateway Plaza,39010 Paseo Padre Pkwy,Fremont,CA,94538,37.55293,-121.97925,public,,eVgo Network,"['J1772COMBO', 'TESLA']",0,0,8,,24 hours daily,2025-10-02,2025-10-02T00:02:28Z,877-455-3833,,,2025-06-04,,,Public,,,US,,
Raley's,2400 Sand Creek Rd,Brentwood,CA,94513,37.9432469,-121.7362617,public,,eVgo Network,['J1772COMBO'],0,0,8,,24 hours daily,2025-10-02,2025-10-02T00:02:28Z,877-455-3833,,,2025-06-04,,,Public,,,US,,
Canyon Creek Plaza,5601 Silver Creek Valley Road,San Jose,CA,95138,37.288871,-121.78124,public,,eVgo Network,"['J1772COMBO', 'TESLA']",0,0,6,,24 hours daily,2025-10-02,2025-10-02T00:02:29Z,877-455-3833,,,2025-06-04,,,Public,,,US,,
The Crossroads Shopping Mall,1426 E Yosemite Ave,Madera,CA,93638,36.97125,-120.04396,public,,eVgo Network,['J1772COMBO'],0,0,6,,24 hours daily,2025-10-02,2025-10-02T00:05:03Z,877-455-3833,,,2025-06-05,,,Public,,,US,,
SANTANA HS A12,10450 2nd St,Santee,CA,92071,32.858387,-116.970203,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T02:06:14Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
SANTANA HS A05 & A06,10583 2nd St,Santee,CA,92071,32.858387,-116.969953,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:45:37Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
SANTANA HS A09 & A10,10583 2nd St,Santee,CA,92071,32.858387,-116.970078,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:45:39Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
SANTANA HS A07 & A08,10583 2nd St,Santee,CA,92071,32.858387,-116.970016,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:45:39Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
SANTANA HS A17 & A18,10450 2nd St,Santee,CA,92071,32.858387,-116.970359,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:45:42Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
SANTANA HS A13 & A14,10450 2nd St,Santee,CA,92071,32.858387,-116.970297,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:45:42Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
SANTANA HS A03 & A04,10583 2nd St,Santee,CA,92071,32.858387,-116.969891,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:45:43Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
SANTANA HS A15 & A16,10450 2nd St,Santee,CA,92071,32.858387,-116.970359,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:45:43Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
SANTANA HS A01 & A02,10583 2nd St,Santee,CA,92071,32.858387,-116.969828,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:45:43Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
SANTANA HS A11,10450 2nd St,Santee,CA,92071,32.858387,-116.970172,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:06:07Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
5016 CAL AVE SE 1A,5016 California Avenue,Bakersfield,CA,93309,35.36332,-119.059213,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:07:38Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
5016 CAL AVE W 1,5016 California Avenue,Bakersfield,CA,93309,35.363599,-119.059131,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:07:38Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
5016 CAL AVE W2ADA,5016 California Avenue,Bakersfield,CA,93309,35.363573,-119.05917,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:07:38Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
UNIV OF SD MANCH 02,1720 Via Las Cumbres,San Diego,CA,92111,32.776056,-117.182434,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:08:33Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
UNIV OF SD MANCH 05,1720 Via Las Cumbres,San Diego,CA,92111,32.776059,-117.182125,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:08:33Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
UNIV OF SD MANCH 04,1720 Via Las Cumbres,San Diego,CA,92111,32.776056,-117.182246,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:34Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
UNIV OF SD MANCH 01,1650 Via Las Cumbres,San Diego,CA,92111,32.775975,-117.182515,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:34Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
CHARGEPOINTDEMO 1510FA TEAM ST1,1510 Dell Avenue,Campbell,CA,95008,37.264418,-121.954977,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:08:34Z,888-758-4389,,,2025-06-05,,,Public,,,US,,
Electric Era Charging Station,495 4th Street,Williams,CA,95987,39.1565491,-122.1462967,public,PUBLIC,ELECTRIC_ERA,"['J1772COMBO', 'TESLA']",0,0,8,,24 hours daily,2025-10-02,2025-10-02T06:21:18Z,888-409-2980,,,2025-05-27,A ANDROID_PAY APPLE_PAY CREDIT D Debit M V,,Public,,,US,,
9838 OPR 9838 OPR 3,9838 Old Placerville Rd,Sacramento,CA,95827,38.556082,-121.328861,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:13:43Z,888-758-4389,,,2025-06-07,,,Public,,,US,,
AMERICAN CANYON CITY HALL FRT I,4381 Broadway,American Canyon,CA,94503,38.183908,-122.256292,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:40Z,888-758-4389,,,2025-06-07,,,Public,,,US,In front of City Hall Entrance Doors,
AMPCAP 0758 BRENTWOOD,5501 Lone Tree Plaza Dr,Brentwood,CA,94513,37.958584,-121.748841,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:58Z,888-758-4389,,,2025-06-07,,,Public,,,US,,
"SFO Gigahub, Airport Blvd, San Francisco, CA",177 S. Airport Blvd,San Francisco,CA,94080,37.650122,-122.405951,public,,BP_PULSE,"['J1772COMBO', 'TESLA']",0,0,12,,24 hours daily,2025-10-02,2025-10-02T05:24:15Z,833-277-8573,,,2025-06-07,,,Public,,,US,,
Puente Hills Town Center,17416 Colima Rd,Rowland Heights,CA,91748,33.99037,-117.92588,public,,eVgo Network,['J1772COMBO'],0,0,4,,24 hours daily,2025-10-02,2025-10-02T00:02:23Z,877-455-3833,,,2025-06-07,,,Public,,,US,,
Rinconada Library,1213 Newell Rd,Palo Alto,CA,94303,37.445516,-122.138902,public,LIBRARY,POWERFLEX,['J1772'],0,3,0,$0.24 per kWh,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,833-479-7359,P,,2025-06-06,A D Debit M V,,Public,,LD,US,,
University Mall - Tesla Supercharger,737 Russell Blvd,Davis,CA,95616,38.547789,-121.759219,public,SHOPPING_MALL,Tesla,['TESLA'],0,0,20,$0.66 per kWh,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,877-798-3752,P,,2025-06-06,A D Debit M V,,Public,,LD,US,,
Burger King - Tesla Supercharger,1479 Dempsey Rd,Milpitas,CA,95035,37.415537,-121.878253,public,RESTAURANT,Tesla,['TESLA'],0,0,11,$0.68 per kWh,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,877-798-3752,P,,2025-06-06,A D Debit M V,,Public,,LD,US,,
Cedar Springs - Tesla Supercharger,39700 Cedar Blvd,Newark,CA,94560,37.52121,-121.996803,public,SHOPPING_CENTER,Tesla,['TESLA'],0,0,12,$0.57 per kWh,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,877-798-3752,P,,2025-06-06,A D Debit M V,,Public,,LD,US,,
Clementine's - Tesla Supercharger,18080 San Ramon Valley Blvd,San Ramon,CA,94583,37.758398,-121.966303,public,SHOPPING_CENTER,Tesla,['TESLA'],0,0,12,$0.70 per kWh,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,877-798-3752,P,,2025-06-06,A D Debit M V,,Public,,LD,US,,
Safeway - Tesla Supercharger,179 Branham Ln,San Jose,CA,95136,37.267064,-121.831653,public,SHOPPING_CENTER,Tesla,['TESLA'],0,0,15,$0.66 per kWh,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,877-798-3752,P,,2025-06-06,A D Debit M V,,Public,,LD,US,,
DSA CHARGE DSA CHARGE,13881 Danielson Street,Poway,CA,92064,32.939472,-117.03097,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:03:17Z,888-758-4389,,,2025-06-10,,,Public,,,US,Front of building.,
BELLARMINE ODONNELL,868 Elm St,San Jose,CA,95126,37.34222,-121.919943,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:05:57Z,888-758-4389,,,2025-06-10,,,Public,,,US,,
CUPERTINO CITYHALL,10300 Torre Ave,Cupertino,CA,95014,37.319248,-122.028159,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:22Z,888-758-4389,,,2025-06-10,,,Public,,,US,On the street,
HAMPTON LATHROP TWO,103 E Louise Ave,Lathrop,CA,95330,37.812296,-121.293031,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:00:44Z,888-758-4389,,,2025-06-11,,,Public,,,US,Located in front of Hamption Inn hotel,
HAMPTON LATHROP THREE,103 louise ave,Lathrop,CA,95330,37.812309,-121.292998,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:00:44Z,888-758-4389,,,2025-06-11,,,Public,,,US,Located in front of hamption Inn hotel,
HAMPTON LATHROP FOUR,103 East Louise Avenue,Lathrop,CA,95330,37.812289,-121.292997,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:00:45Z,888-758-4389,,,2025-06-11,,,Public,,,US,,
HAMPTON LATHROP ONE,103 E Louise Ave,Lathrop,CA,95330,37.812267,-121.292995,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:00:47Z,888-758-4389,,,2025-06-11,,,Public,,,US,,
CIRCLEK CIRCLE K,895 West Mill Street,San Bernardino,CA,92410,34.091925,-117.302598,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:07:00Z,888-758-4389,,,2025-06-11,,,Public,,,US,Convenience Store w/ Fuel.,
GARRAGE EV2,563 North Alfred Street,West Hollywood,CA,90048,34.081772,-118.375929,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:27Z,888-758-4389,,,2025-06-11,,,Public,,,US,,
GARRAGE EV1,563 North Alfred Street,West Hollywood,CA,90048,34.081725,-118.3759,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:27Z,888-758-4389,,,2025-06-11,,,Public,,,US,,
UNIV OF SD ALCALA 05,1520 Via Las Cumbres,San Diego,CA,92111,32.774116,-117.180538,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:09:00Z,888-758-4389,,,2025-06-11,,,Public,,,US,,
SEAGROVE 9B,1116 Olympia Avenue 9B,Seaside,CA,93955,36.609794,-121.842275,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:09:01Z,888-758-4389,,,2025-06-11,,,Public,,,US,,
SEAGROVE 9A,1116 Olympia Avenue 9A,Seaside,CA,93955,36.609777,-121.842154,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:09:01Z,888-758-4389,,,2025-06-11,,,Public,,,US,,
SEAGROVE 9C,1116 Olympia Avenue,Seaside,CA,93955,36.60986,-121.842427,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:09:01Z,888-758-4389,,,2025-06-11,,,Public,,,US,,
SEAGROVE 9D,1116 Olympia Avenue Building 9,Seaside,CA,93955,36.609765,-121.842571,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T03:09:01Z,888-758-4389,,,2025-06-11,,,Public,,,US,,
ALAMEDA DUBLIN GARAGE 4,5560 Martinelli Way,Dublin,CA,94568,37.703358,-121.896264,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T02:38:05Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
ALAMEDA DUBLIN GARAGE 3,5560 Martinelli Way,Dublin,CA,94568,37.703343,-121.896395,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T02:38:05Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
ALAMEDA DUBLIN GARAGE 2,5560 Martinelli Way,Dublin,CA,94568,37.703599,-121.896536,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:38:06Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
ALAMEDA DUBLIN GARAGE 1,5560 Martinelli Way,Dublin,CA,94568,37.703577,-121.896463,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:38:07Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
BLVD DANDELION,Strawberry Way,Dublin,CA,94568,37.710134,-121.907884,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:56:01Z,888-758-4389,,,2025-06-12,,,TEMPORARILY UNAVAILABLE (Public),,,US,6281 Dandelion St,
CITY OF PERRIS MORGAN PARK 04,600 East Morgan Street,Perris,CA,92571,33.837909,-117.20966,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:07:41Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
CITY OF PERRIS MORGAN PARK 03,600 East Morgan Street,Perris,CA,92571,33.837911,-117.209569,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:07:41Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
CITY OF PERRIS MORGAN PARK 02,"600 East Morgan Street Floor Morgan park,",Perris,CA,92571,33.83685,-117.210157,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:07:41Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
HOSPITAL SEQMAIN_GAR 8,2950 Whipple Ave,Redwood City,CA,94062,37.480822,-122.254204,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:05Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
HOSPITAL SEQMAIN_GAR 6,2950 Whipple Ave,Redwood City,CA,94062,37.48092,-122.254113,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:05Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
HOSPITAL SEQMAIN_GAR 9,170 Alameda de las Pulgas,Redwood City,CA,94062,37.480596,-122.254077,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:05Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
HOSPITAL SEQMAIN_GAR 4,170 Alameda de las Pulgas,Redwood City,CA,94062,37.480466,-122.253906,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:06Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
HOSPITAL SEQMAIN_GAR 3,170 Alameda de las Pulgas,Redwood City,CA,94062,37.480413,-122.253844,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:06Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
HOSPITAL SEQ PHYSICIAN2,170 Alameda de las Pulgas Whipple Ave,Redwood City,CA,94062,37.478651,-122.255656,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:06Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
HOSPITAL SEQ PHYSICIAN3,2940 Whipple Ave,Redwood City,CA,94062,37.478681,-122.255605,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:07Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
CITY OF PERRIS MORGAN PARK 01,600 East Morgan Street,Perris,CA,92571,33.836993,-117.210059,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:09:03Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
HOSPITAL SEQMAIN_GAR 5,170 Alameda de las Pulgas,Redwood City,CA,94062,37.480584,-122.253955,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:09:13Z,888-758-4389,,,2025-06-12,,,Public,,,US,,
ALCO STATIONS 8TH FLOOR 4K 03,165 13th st,Oakland,CA,94612,37.800567,-122.265175,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T01:11:55Z,888-758-4389,,,2025-06-13,,,Public,,,US,"8th floor of Alcopark grage, open weekdays from 7AM - 7 PM",
"CSG EV CARSONCORYDE1,2",18601 Main Street,Carson,CA,90248,33.861699,-118.275606,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:54:53Z,888-758-4389,,,2025-06-13,,,Public,,,US,,
"CSG EV CARSOCORYDE#5,6",18601 Main St,Carson,CA,90746,33.861606,-118.275609,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:54:53Z,888-758-4389,,,2025-06-13,,,Public,,,US,,
"CSG EV CARSOCORYDE#3,4",18601 Main Street,Carson,CA,90248,33.861652,-118.275605,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:54:54Z,888-758-4389,,,2025-06-13,,,Public,,,US,,
HOSPITAL SEQMAIN_GAR 7,2950 Whipple Ave,Redwood City,CA,94062,37.480864,-122.254172,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:05Z,888-758-4389,,,2025-06-13,,,Public,,,US,,
HOSPITAL SEQMAIN_GAR 10,170 Alameda de las Pulgas,Redwood City,CA,94062,37.480557,-122.25405,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:05Z,888-758-4389,,,2025-06-13,,,Public,,,US,,
HOSPITAL SEQ/MAIN_GAR 11,170 Alameda de las Pulgas,Redwood City,CA,94062,37.480428,-122.253906,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T03:08:05Z,888-758-4389,,,2025-06-13,,,Public,,,US,,
"LAX Gigahub, Aviation Blvd, Inglewood, CA",9150 Aviation Blvd,Inglewood,CA,90301,33.953067,-118.376648,public,,BP_PULSE,"['J1772COMBO', 'TESLA']",0,0,48,,24 hours daily,2025-10-02,2025-10-02T05:24:16Z,833-277-8573,,,2025-06-13,,,Public,,,US,,
POINTE GRAND 169 HW STN 2,169 Harbor Wy,South San Francisco,CA,94080,37.652175,-122.399352,public,,ChargePoint Network,['J1772'],0,2,0,,"Mon: 12:00am-6:00am, 6:00pm-12:00am; Tue: 12:00am-6:00am, 6:00pm-12:00am; Wed: 12:00am-6:00am, 6:00pm-12:00am; Thu: 12:00am-6:00am, 6:00pm-12:00am; Fri: 12:00am-6:00am, 6:00pm-12:00am; Sat: 12:15am-12:00am; Sun: 12:15am-12:00am",2025-10-02,2025-10-02T03:04:11Z,888-758-4389,,,2025-06-14,,,Public,,,US,,
Sonic Santee,10515 Mission Gorge Rd,Santee,CA,92071,32.837984,-116.968575,public,PUBLIC,CHAEVI,['J1772COMBO'],0,0,8,,,2025-10-02,2025-10-02T06:34:17Z,888-807-0349,,,2023-03-12,ACCOUNT_BALANCE APPLE_PAY CREDIT Debit M V,,Public,,,US,,
Sonic Vista,101 Main St,Vista,CA,92084,33.201154,-117.242741,public,PUBLIC,CHAEVI,['J1772COMBO'],0,0,16,,,2025-10-02,2025-10-02T06:34:17Z,888-807-0349,,,2023-03-12,ACCOUNT_BALANCE APPLE_PAY CREDIT Debit M V,,Public,,,US,,
Los Angeles County Sanitation Districts – PAWRPDC3,39300 30th St E,Palmdale,CA,93550,34.59652,-118.0763,private,FLEET_GARAGE,IN_CHARGE,['J1772COMBO'],0,0,2,,,2025-07-03,2025-07-03T19:15:09Z,562-447-8036,LG,,2025-04-25,,,Private,,MD,US,,
Tractor Supply Co,2580 Feather River Boulevard,Oroville,CA,95965,39.49533717572279,-121.5727866198944,public,,Blink Network,['J1772'],0,4,0,,24 hours daily,2025-10-02,2025-10-02T00:29:02Z,888-998-2546,,,2024-05-02,,,TEMPORARILY UNAVAILABLE (Public),,,US,,
"Shoshone, CA - Waypoints Network",491 State Highway 127,Shoshone,CA,92384,35.9758221,-116.2701597,public,PUBLIC,RIVIAN_WAYPOINTS,['J1772'],0,3,0,,24 hours daily,2025-10-02,2025-10-02T04:23:12Z,866-576-1495,,,2024-12-04,A ACCOUNT_BALANCE D M V,,Public,,,US,,
9530 Cabot Drive,9530 Cabot Drive,San Diego,CA,92126,32.8941583,-117.1448353,public,PUBLIC,RIVIAN_WAYPOINTS,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:23:37Z,866-576-1495,,,2024-09-14,A ACCOUNT_BALANCE D M V,,Public,,,US,,
La Plaza Market - Tesla Supercharger,3225 N Tracy Blvd,Tracy,CA,95377,37.760666,-121.435358,public,SHOPPING_CENTER,Tesla,['TESLA'],0,0,20,$0.74 per kWh,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,877-798-3752,P,,2025-06-13,A D Debit M V,,Public,,LD,US,,
Safeway - Tesla Supercharger,900 Diablo Ave,Novato,CA,94947,38.102497,-122.570347,public,SHOPPING_CENTER,Tesla,['TESLA'],0,0,8,$0.69 per kWh,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,877-798-3752,P,,2025-06-13,A D Debit M V,,Public,,LD,US,,
Gilroy Premium Outlets - Tesla Supercharger,8155 Arroyo Cir,Gilroy,CA,95020,37.019627,-121.564229,public,SHOPPING_MALL,Tesla,['TESLA'],0,0,20,$0.62 per kWh,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,877-798-3752,P,,2025-06-13,A D Debit M V,,Public,,LD,US,,
Aborn Square - Tesla Supercharger,2926 Aborn Sq,San Jose,CA,95121,37.313138,-121.808534,public,SHOPPING_CENTER,Tesla,['TESLA'],0,0,48,$0.72 per kWh,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,877-798-3752,P,,2025-06-13,A D Debit M V,,Public,,LD,US,,
UC IRVINE STATION 3,651 E Peltason Dr,Irvine,CA,92617,33.643469,-117.837848,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T00:56:36Z,888-758-4389,,,2025-06-18,,,Public,,,US,"Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project",
UC IRVINE STATION 2,651 E Peltason Dr,Irvine,CA,92617,33.643462,-117.837823,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T00:56:57Z,888-758-4389,,,2025-06-18,,,Public,,,US,"Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project",
UC IRVINE STATION 4,651 E Peltason Dr,Irvine,CA,92617,33.643473,-117.837875,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T00:56:58Z,888-758-4389,,,2025-06-18,,,Public,,,US,"Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project",
UC IRVINE STATION 9,651 E Peltason Dr,Irvine,CA,92617,33.643497,-117.838004,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T00:56:58Z,888-758-4389,,,2025-06-18,,,Public,,,US,Located in a parking garage with fee based access,
UC IRVINE STATION 5,651 E Peltason Dr,Irvine,CA,92617,33.643479,-117.837899,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T00:57:22Z,888-758-4389,,,2025-06-18,,,Public,,,US,"Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project",
UC IRVINE STATION 01,651 E Peltason Dr,Irvine,CA,92617,33.643457,-117.837797,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T00:57:22Z,888-758-4389,,,2025-06-18,,,Public,,,US,Stations are on the first floor of the parking garage.,
UC IRVINE STATION 6,651 E Peltason Dr,Irvine,CA,92617,33.643485,-117.837926,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T00:57:22Z,888-758-4389,,,2025-06-18,,,Public,,,US,"Station is located in a pay to park garage. Charging is free until July 1, 2015 as a part of the Irvine Smart Grid Demonstration Project",
Cathedral City,"68700 Ave Lalo Guerrero,",Cathedral City,CA,92234,33.7815005,-116.465545,public,PUBLIC,EVRANGE,['J1772'],0,4,0,,,2025-10-02,2025-10-02T04:38:30Z,833-387-2643,,,2025-06-17,,,Public,,,US,,
20124 Sherman Way,1676 N Hobart Blvd,Los Angeles,CA,90027,34.1012393,-118.3055454,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:36Z,888-356-8911,,,2025-06-18,,,Public,,,US,,
1001 S Olive St,1001 S Olive St,Los Angeles,CA,90015,34.044628,-118.257347,public,OTHER,LOOP,['J1772'],0,4,0,$1 activation fee; $0.37 per kWh,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,888-385-6671,P,,2025-01-29,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY D M V,,Public - Credit card at all times,,LD,US,,
