station_name,street_address,city,state,zip_code,latitude,longitude,access_code,facility_type,network,connector_types,level1_count,level2_count,dc_fast_count,pricing,hours,date_last_confirmed,updated_at
7Charge - Suisun City 38961,301 Walters Rd,Suisun City,CA,94585,38.24024,-121.98911,public,CONVENIENCE_STORE,7CHARGE,"['CHADEMO', 'J1772COMBO']",0,0,2,$0.46 per kWh; $1 per minute idle fee after a 15 minute grace period,24 Hours Daily,2025-05-12,2025-05-12T16:15:59Z
560 MISSION LEVEL2-2,560 Mission St,San Francisco,CA,94105,37.78883,-122.399549,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:36Z
560 MISSION LEVEL2-1,560 Mission St,San Francisco,CA,94105,37.788864,-122.399549,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:36Z
Puente Hills Mall - Tesla Supercharger,17501 Colima Rd,City of Industry,CA,91748,33.991046,-117.925274,public,SHOPPING_MALL,Tesla,['TESLA'],0,0,12,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z
Holiday Inn - Tesla Supercharger,1900 Hilltop Dr,Redding,CA,96002,40.578941,-122.35942,public,HOTEL,Tesla,['TESLA'],0,0,44,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z
Legoland Castle Hotel,1 Legoland Dr,Carlsbad,CA,92008,33.124922,-117.312712,public,HOTEL,Non-Networked,['J1772'],0,14,0,Free,24 hours daily; for guest use only,2025-08-12,2025-08-12T16:52:28Z
Cordevalle Golf Resort,1 CordeValle Club Dr,San Martin,CA,95046,37.067571,-121.6328912,public,,Blink Network,['J1772'],0,4,0,,24 hours daily,2025-08-28,2025-08-28T00:04:23Z
STEINDORF STEINDORF #1,3001 Ross Ave,San Jose,CA,95124,37.266561,-121.919307,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:19Z
SANTA CLARA HENRY SCHMIDT 1,555 Los Padres Blvd,Santa Clara,CA,95050,37.335871,-121.960331,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:16:59Z
SANTA CLARA HENRY SCHMIDT 2,555 Los Padres Blvd,Santa Clara,CA,95050,37.335914,-121.960597,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T02:16:59Z
SANTA CLARA PARK SERVCNTR 1,2600 Benton St,Santa Clara,CA,95051,37.34521,-121.973418,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:16:59Z
CITYOFSANTAROSA MSC-SOUTH 2,69 Stony Cir,Santa Rosa,CA,95401,38.440961,-122.747095,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:20:04Z
STEINDORF STEINDORF #2,3001 Ross Ave,San Jose,CA,95124,37.26656,-121.919533,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:51Z
SOMO VILLAGE 1300 EAST2,1300 Valley House Dr East,Rohnert Park,CA,94928,38.323768,-122.680302,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:59Z
SOMO VILLAGE WAKEFUL OLD 910,Wakefield Way and Waterside Lane,Rohnert Park,CA,94928,38.323828,-122.680055,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:38Z
SF CITY EV NEW STATION 4,111 N Macneil St,San Fernando,CA,91340,34.284093,-118.439017,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:07:21Z
303 SECOND ST. KILROY DCFC 4,303 2nd St,San Francisco,CA,94107,37.785597,-122.396305,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T02:19:10Z
303 SECOND ST. KILROY DCFC 3,303 2nd St,San Francisco,CA,94107,37.785522,-122.396019,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T02:19:10Z
DWA CAMPUS DWA-FLOWER-02,1000 Flower St,Glendale,CA,91201,34.157895,-118.284856,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:39Z
DWA CAMPUS DWA-FLOWER-01,1000 Flower St,Glendale,CA,91201,34.1579,-118.28491,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:39Z
DWA CAMPUS DWA-FLOWER-05,1000 Flower St,Glendale,CA,91201,34.157908,-118.284921,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:39Z
DWA CAMPUS DWA-FLOWER-04,1000 Flower St,Glendale,CA,91201,34.157906,-118.284864,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:39Z
DWA CAMPUS DWA-FLOWER-03,1000 Flower St,Glendale,CA,91201,34.1579,-118.284886,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:39Z
BLUE DIAMOND SAC 8,1802 C St,Sacramento,CA,95811,38.584462,-121.479754,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:59Z
SP CHEVRON SP CHEVRON,1849 Ramada Dr,Paso Robles,CA,93446,35.58998,-120.69481,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T01:33:36Z
PALOMAR PARKING PALOMAR 1&2 (N),2145 Citracado Parkwy,Escondido,CA,92029,33.12089,-117.122246,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:57:07Z
SP CHEVRON SP CHEVRON 2,1849 Ramada Dr,Paso Robles,CA,93446,35.590072,-120.694817,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T02:19:44Z
Walker Country Store,107700 US-395,Coleville,CA,96107,38.5171057,-119.480812,public,PUBLIC,EVRANGE,['J1772COMBO'],0,0,4,,,2025-08-28,2025-08-28T04:17:09Z
7 Stars Holistic Healing Center,3219 Pierce St,Richmond,CA,94804,37.899648,-122.30929,public,,FLO,['J1772'],0,4,0,,24 hours daily,2025-08-27,2025-08-27T03:51:15Z
CCSF-SFMTA MISSION ST 1,833 Mission St,San Francisco,CA,94103,37.783409,-122.405268,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:17:25Z
PARK SQUARE PS EV STATION 1,11325 Park Square Dr,Bakersfield,CA,93311,35.321567,-119.130391,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:20:10Z
PARK SQUARE PS EV STATION 2,11325 Park Square Dr,Bakersfield,CA,93311,35.32155,-119.13037,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:20:10Z
WEHO 583 WBRN,583 Westbourne,West Hollywood,CA,90069,34.081691,-118.379784,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:20:08Z
The Forum Inglewood CA Parking Lot South,3900 W. Manchester Boulevard,Inglewood,CA,90305,33.95736,-118.342728,public,,SHELL_RECHARGE,['J1772'],0,3,0,,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,2025-08-28,2025-08-28T03:12:51Z
The Forum Inglewood CA Parking Lot West,3900 W. Manchester Boulevard,Inglewood,CA,90305,33.958264,-118.342936,public,,SHELL_RECHARGE,['J1772'],0,7,0,,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,2025-08-28,2025-08-28T03:12:52Z
The Forum Inglewood CA Parking Lot East,3900 W. Manchester Boulevard,Inglewood,CA,90305,33.957943,-118.340845,public,,SHELL_RECHARGE,['J1772'],0,6,0,,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,2025-08-28,2025-08-28T03:12:48Z
The Forum Inglewood CA Parking Lot North,3900 W. Manchester Boulevard,Inglewood,CA,90305,33.959107,-118.341303,public,,SHELL_RECHARGE,['J1772'],0,4,0,,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,2025-08-28,2025-08-28T03:12:50Z
THE ELEMENT 9219,717 W Atherton Dr,Manteca,CA,95337,37.781767,-121.222617,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:11:09Z
PLEASANTONEVSTN CITY HALL #2,200 Old Bernal Avenue,Pleasanton,CA,94566,37.658296,-121.878921,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:41Z
GENESIS ISLAND 1400 EV#5,1410 Fashion Island Blvd Parking Structure,San Mateo,CA,94404,37.555782,-122.289073,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:45Z
GENESIS ISLAND 1400 EV#6,1410 Fashion Island Blvd Parking Structure,San Mateo,CA,94404,37.555833,-122.289009,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:46Z
GENESIS ISLAND 1400 EV#4,1410 Fashion Island Blvd Parking Structure,San Mateo,CA,94404,37.555825,-122.289063,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:46Z
GENESIS ISLAND 1400 EV#1B,1410 Fashion Island Blvd Parking Structure,San Mateo,CA,94404,37.555995,-122.288902,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T02:19:46Z
GENESIS ISLAND 1400 EV#1A,1410 Fashion Island Blvd Parking Structure,San Mateo,CA,94404,37.555995,-122.288966,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T02:19:46Z
Homewood Suites by Hilton San Diego Main Entrance,2576 Laning Road,San Diego,CA,92106,32.729478,-117.216533,public,,SHELL_RECHARGE,['J1772'],0,10,0,,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,2025-08-28,2025-08-28T03:15:14Z
UCSD CP-ARBOR 9-4,200W W Arbor Dr Dove Street,San Diego,CA,92103,32.754115,-117.167597,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:14:08Z
WEHO 555 WKNL,555 West Knoll,West Hollywood,CA,90069,34.081623,-118.377652,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:20:14Z
WEHO 563 WMNT,563 Westmount,West Hollywood,CA,90069,34.081653,-118.378722,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:20:14Z
Alisal Ranch,1045 Alisal Rd,Solvang,CA,93463,34.56089,-120.14103,public,HOTEL,TURNONGREEN,['J1772'],0,6,0,,24 hours daily; for guests only,2024-09-12,2025-02-12T00:16:32Z
Teledyne Flir (Goleta),6769 Hollister Ave,Goleta,CA,93117,34.42952,-119.86581,private,OFFICE_BLDG,TURNONGREEN,['J1772'],0,8,0,,24 hours daily,2024-09-12,2025-02-12T00:16:32Z
Foxen Vineyard & Winery,7600 Foxen Canyon Rd,Santa Maria,CA,93454,34.81936,-120.23188,public,BREWERY_DISTILLERY_WINERY,TURNONGREEN,['J1772'],0,6,0,,24 hours daily; for guests only,2024-09-12,2025-06-11T17:16:05Z
Best Western Novato Oaks Inn,215 Alameda Del Prado,Novato,CA,94949,38.05056,-122.5332,public,HOTEL,TURNONGREEN,['J1772'],0,5,0,,24 hours daily; for guests only,2024-09-12,2025-02-12T00:16:32Z
Sunrise Hills Commercial Association,975 Morning Star Dr,Sonora,CA,95370,37.98506,-120.36808,public,HOTEL,TURNONGREEN,['J1772'],0,4,0,,24 hours daily; for clients only,2024-09-12,2025-02-12T00:16:32Z
The Glen Centre,2936 N Beverly Glen Cir,Bel Air,CA,90077,34.12744,-118.44347,public,SHOPPING_CENTER,TURNONGREEN,['J1772'],0,5,0,,24 hours daily,2024-09-12,2025-06-11T17:16:36Z
Los Angeles - Page One Automotive,125 W Griffith St,Carson,CA,90248,33.86032,-118.2766,public,FLEET_GARAGE,TURNONGREEN,['J1772'],0,2,0,,24 hours daily,2024-09-12,2025-02-12T00:16:32Z
San Francisco - Page One Automotive,211 S Hill Dr,Brisbane,CA,94005,37.69209,-122.42348,public,FLEET_GARAGE,TURNONGREEN,['J1772'],0,1,0,,24 hours daily,2024-09-12,2025-02-12T00:16:32Z
"PH Electric, Inc.",18267 4th Ave,Jamestown,CA,95327,37.95417,-120.41887,public,OFFICE_BLDG,TURNONGREEN,['J1772'],0,1,0,,24 hours daily,2024-09-12,2025-02-12T00:16:32Z
Red Lion Hotel Redding,1830 Hilltop Dr,Redding,CA,96002,40.58083,-122.35826,public,HOTEL,TURNONGREEN,['J1772'],0,4,0,,24 hours daily; for guests only,2024-09-12,2025-02-12T00:16:32Z
Chase Bank - 4501 E Pacific Coast Hwy,4501 E Pacific Coast Hwy,Long Beach,CA,90804,33.789089,-118.140275,public,,eVgo Network,"['CHADEMO', 'J1772COMBO']",0,0,4,,24 hours daily,2025-08-27,2025-08-27T23:58:45Z
H&S ENERGY PM3 CHEVRON4,254 Bailey Rd,Pittsburg,CA,94565,38.020529,-121.942285,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T02:02:34Z
H&S ENERGY PM# CHEVRON3,254 Bailey Rd,Pittsburg,CA,94565,38.020629,-121.942223,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T02:02:35Z
BOTS EV 1 WEST SIDE,1102 W Visalia Rd,Exeter,CA,93221,36.297337,-119.154212,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T02:16:26Z
BOTS EV 2 WEST SIDE,1103 W Visalia Rd,Exeter,CA,93221,36.297432,-119.154244,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T02:18:09Z
Torrance Crossroads,24215-24333 Crenshaw Blvd.,Torrance,CA,90505,33.805552,-118.328949,public,,SHELL_RECHARGE,['J1772'],0,2,0,,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,2025-08-28,2025-08-28T03:15:55Z
Redwood Transportation - Ukiah,400 Talmage Rd,Ukiah,CA,95482,39.13646,-123.2008,private,RENTAL_CAR_RETURN,Non-Networked,['J1772'],0,8,0,,24 hours daily,2025-05-12,2025-05-12T16:15:59Z
"Pleasanton, CA - Tesla Supercharger",6770 Santa Rita Rd,Pleasanton,CA,94588,37.7000242,-121.8710063,public,RESTAURANT,Tesla,['TESLA'],0,0,12,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z
Packing House Square - Tesla Supercharger,18210-18380 Yorba Linda Blvd,Yorba Linda,CA,92886,33.887762,-117.813759,public,SHOPPING_CENTER,Tesla,['TESLA'],0,0,8,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z
San Carlos Village - Tesla Supercharger,8766 Navajo Rd,San Diego,CA,92119,32.803991,-117.009086,public,PARKING_LOT,Tesla,['TESLA'],0,0,12,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z
Browns Valley Marketplace - Tesla Supercharger,154 Browns Valley Pkwy,Vacaville,CA,95688,38.365253,-121.967965,public,GROCERY,Tesla,['TESLA'],0,0,12,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z
"South Lake Tahoe, CA - Tesla Supercharger",2977  US-50,South Lake Tahoe,CA,96150,38.854812,-120.013797,public,GROCERY,Tesla,['TESLA'],0,0,8,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z
Denny's - Tesla Supercharger,I-5 CA-46,Lost Hills,CA,93249,35.61681629,-119.6560425,public,RESTAURANT,Tesla,['TESLA'],0,0,20,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z
"Mammoth Lakes, CA - Old Mammoth Road - Tesla Supercharger",686  Old Mammoth Road,Mammoth Lakes,CA,93546,37.636131,-118.967464,public,PARKING_LOT,Tesla,['TESLA'],0,0,12,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z
Zayante Creek Market & Deli,9210 E Zayante Rd,Felton,CA,95018,37.085328,-122.047539,public,RESTAURANT,Non-Networked,['J1772'],0,1,0,$0.25 per 15 minutes,24 hours daily,2025-08-12,2025-08-12T16:52:28Z
NORTHRIDGETOY CP6K 1,19524 Nordhoff St,Los Angeles,CA,91324,34.234723,-118.55959,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:20:21Z
NORTHRIDGETOY CP6K 2,19550 Nordhoff St,Los Angeles,CA,91324,34.23458,-118.560196,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:20:21Z
CITY OWNED PARKING 1,13952 City Center Dr,Chino Hills,CA,91709,33.998844,-117.730867,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T02:20:22Z
CITY OWNED PARKING 2,13952 City Center Dr,Chino Hills,CA,91709,33.998844,-117.730985,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T02:20:22Z
Food 4 Less 4910 Huntington Drive South,4910 Huntington Drive South,Los Angeles,CA,90032,34.086458,-118.175798,public,,SHELL_RECHARGE,['J1772'],0,2,0,,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,2025-08-28,2025-08-28T03:12:35Z
MONTEREY 1 CANNERY R LOT 7,160 Irving Ave,Monterey,CA,93940,36.616611,-121.902613,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:03:00Z
CITY OWNED PARKING 3,13952 City Center Dr,Chino Hills,CA,91709,33.998835,-117.730995,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:20:23Z
CITY OWNED PARKING 4,13952 City Center Dr,Chino Hills,CA,91709,33.998889,-117.730931,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:20:23Z
Ashby Plaza,1025 Ashby Ave,Berkeley,CA,94710,37.8521253,-122.2889822,public,,eVgo Network,['J1772COMBO'],0,0,8,,24 hours daily,2025-08-27,2025-08-28T00:00:44Z
DAYCREEK PORTS DCV EV CHARGER,12250 Firehouse Ct,Rancho Cucamonga,CA,91739,34.12352,-117.53833,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:41:22Z
VIP LOT STATION 3,1377 Kirkwood Meadows Dr,Kirkwood,CA,95646,38.683785,-120.066245,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:13Z
VERDANT ES SBIACOMM1A,105 North Del Rosa Drive,San Bernardino,CA,92408,34.101046,-117.249689,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:41Z
Market Square,111 N Market St,San Jose,CA,95113,37.3378,-121.89422,private,OFFICE_BLDG,Non-Networked,['J1772'],0,9,0,,8:30am-5pm,2024-01-09,2024-01-31T22:07:01Z
AMPM ARCO BEAR VALLEY 1,16081 Bear Valley Rd,Hesperia,CA,92345,34.470115,-117.312844,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T02:13:00Z
AMPM ARCO BEAR VALLEY 2,16081 Bear Valley Rd,Hesperia,CA,92345,34.470448,-117.312751,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T02:13:00Z
VERDANT ES SBIACOMM2A,105 North Del Rosa Drive,San Bernardino,CA,92408,34.101045,-117.249633,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:41Z
VERDANT ES SBIACOMM3A,1601 E Third Street,San Bernardino,CA,92408,34.101062,-117.249573,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:41Z
VERDANT ES SBIACOMM5A,1601 E Third Street,San Bernardino,CA,92408,34.101055,-117.249483,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:41Z
VERDANT ES SBIACOMM6A,1601 E Third Street,San Bernardino,CA,92408,34.101068,-117.249409,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:41Z
VERDANT ES SBIACOMM7A,1601 E Third Street,San Bernardino,CA,92408,34.101085,-117.249346,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:42Z
VERDANT ES SBIACOMM9A,1601 E Third Street,San Bernardino,CA,92408,34.101061,-117.249231,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:42Z
VERDANT ES SBIACOMM10A,1601 E Third Street,San Bernardino,CA,92408,34.101073,-117.249156,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:42Z
VERDANT ES SBIACOMM15A,1601 E Third Street,San Bernardino,CA,92408,34.10122,-117.249353,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:42Z
VERDANT ES SBIACOMM14A,1601 E Third Street,San Bernardino,CA,92408,34.101234,-117.249419,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:43Z
VERDANT ES SBIACOMM13A,1601 E Third Street,San Bernardino,CA,92408,34.101221,-117.249459,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:43Z
VERDANT ES SBIACOMM12A,1601 E Third Street,San Bernardino,CA,92408,34.101229,-117.249531,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:43Z
VERDANT ES SBIACOMM16A,1601 E Third Street,San Bernardino,CA,92408,34.101225,-117.249301,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:43Z
VERDANT ES SBIACOMM11A,1601 E Third Street,San Bernardino,CA,92408,34.101257,-117.249653,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T02:20:07Z
Butte County Department of Development Services,7 County Center Dr,Oroville,CA,95965,39.52503,-121.57136,public,MUNI_GOV,Non-Networked,['J1772'],0,2,0,Free,7am-7pm daily,2025-06-06,2025-06-06T18:42:11Z
Raley's Oakley #304,2077 Main St,Oakley,CA,94561,38.00317,-121.73352,public,,eVgo Network,"['CHADEMO', 'J1772COMBO']",0,0,4,,24 hours daily,2025-08-27,2025-08-28T00:00:59Z
EVRCASINO1 ELK VALLEY 3,2021 Elk Ranch Rd.,Bertsch-Oceanview,CA,95531,41.73901,-124.148161,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:54:36Z
North County Square - Tesla Supercharger,1861 University Dr,Vista,CA,92081,33.1700099,-117.2189425,public,SHOPPING_CENTER,Tesla,['TESLA'],0,0,20,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z
Madison Shopping Center,5800 Madison Ave,Sacramento,CA,95841,38.6604909,-121.3291411,public,,eVgo Network,['J1772COMBO'],0,0,8,,24 hours daily,2025-08-27,2025-08-27T23:57:28Z
Whole Foods Huntington Beach,10081 Adams Avenue,Huntington Beach,CA,92646,33.673226,-117.952832,public,,Blink Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:36:09Z
NVTA STATION 02,625 Burnell St Rear of building - back lot,Napa,CA,94559,38.29754,-122.280212,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:03Z
CITYOFSANRAFAEL CITY HALL 2,1400 Fifth Ave,San Rafael,CA,94901,37.974903,-122.53141,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:09:45Z
CITYOFSANRAFAEL CITY HALL 1,1400 Fifth Ave,San Rafael,CA,94901,37.974839,-122.531839,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:15:58Z
COAST COLLEGES OCC 6D,2701 Fairview Rd,Costa Mesa,CA,92626,33.670761,-117.909199,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:19:27Z
GRATON CASINO CHARGER 8,288 Golf Course Dr W,Rohnert Park,CA,94928,38.362054,-122.724314,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T02:20:06Z
GRATON CASINO CHARGER 9,288 Golf Course Dr W,Rohnert Park,CA,94928,38.362037,-122.724324,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T02:20:06Z
WEHO 559 NRWCH,559 Norwich Dr,Los Angeles,CA,90048,34.081424,-118.381861,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:20:43Z
GF4EVA MT SHASTA PL1,160 Morgan Way,Mount Shasta,CA,96067,41.309593,-122.316505,public,,ChargePoint Network,['J1772COMBO'],0,0,2,,24 hours daily,2025-08-28,2025-08-28T02:20:43Z
SANDBOX SOLANA OFFICE-10,343 Hwy 101,Solana Beach,CA,92075,32.987611,-117.271194,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T02:15:55Z
CITY_OF_VERNON 1850 E25TH-1,1821 E 25th St,Vernon,CA,90058,34.014503,-118.237907,public,,ChargePoint Network,"['J1772COMBO', 'TESLA']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T02:02:35Z
